Precision Optics Price to Free Cash Flow Ratio Historical Data,Precision Optics Price to Free Cash Flow Ratio Historical Data,Precision Optics Price to Free Cash Flow Ratio Historical Data,Precision Optics Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,4.53,,0.0
2024-12-31,4.82,$-0.40,0.0
2024-09-30,5.58,$-0.31,0.0
2024-06-30,5.9,$-0.49,0.0
2024-03-31,5.55,$-0.43,0.0
2023-12-31,6.02,$-0.29,0.0
2023-09-30,5.95,$-0.25,0.0
