New Horizon Aircraft Price to Free Cash Flow Ratio Historical Data,New Horizon Aircraft Price to Free Cash Flow Ratio Historical Data,New Horizon Aircraft Price to Free Cash Flow Ratio Historical Data,New Horizon Aircraft Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,0.59,,0.0
2024-11-30,0.67,$-0.07,0.0
2024-08-31,0.99,$-0.13,0.0
2024-05-31,0.8,$-0.17,0.0
2024-02-29,1.25,$0.00,0.0
2023-12-31,8.32,$-0.43,0.0
2023-11-30,10.58,$-0.39,0.0
2023-09-30,10.55,$-0.42,0.0
