IREN Price to Free Cash Flow Ratio Historical Data,IREN Price to Free Cash Flow Ratio Historical Data,IREN Price to Free Cash Flow Ratio Historical Data,IREN Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,7.21,,0.0
2024-12-31,9.82,$-1.60,0.0
2024-09-30,8.44,$-1.40,0.0
2024-06-30,11.29,$-0.89,0.0
2024-03-31,5.4,$-0.94,0.0
2023-12-31,7.15,$0.18,39.5
2023-09-30,3.71,$-0.65,0.0
2023-03-31,3.06,$-1.01,0.0
2022-12-31,1.25,$-0.84,0.0
