Silo Pharma Price to Free Cash Flow Ratio Historical Data,Silo Pharma Price to Free Cash Flow Ratio Historical Data,Silo Pharma Price to Free Cash Flow Ratio Historical Data,Silo Pharma Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,1.37,,0.0
2024-09-30,1.1,$-0.98,0.0
2024-06-30,1.0,$-1.17,0.0
2024-03-31,1.95,$-1.12,0.0
2023-12-31,1.44,$-1.05,0.0
2023-09-30,1.67,$-0.97,0.0
2023-06-30,2.05,$-1.93,0.0
