China SXT Pharmaceuticals Price to Free Cash Flow Ratio Historical Data,China SXT Pharmaceuticals Price to Free Cash Flow Ratio Historical Data,China SXT Pharmaceuticals Price to Free Cash Flow Ratio Historical Data,China SXT Pharmaceuticals Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,2.77,,inf
2024-03-31,1.68,0.0,0.0
2023-03-31,7.09,0.0,0.0
2022-09-30,19.25,0.0,0.0
2022-03-31,140.0,0.0,0.0
2021-09-30,515.0,0.0,0.0
2021-03-31,920.0,0.0,0.0
