Wah Fu Education Group Price to Free Cash Flow Ratio Historical Data,Wah Fu Education Group Price to Free Cash Flow Ratio Historical Data,Wah Fu Education Group Price to Free Cash Flow Ratio Historical Data,Wah Fu Education Group Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,1.6,,inf
2024-03-31,1.94,0.0,0.0
2023-09-30,2.05,0.0,0.0
2023-03-31,1.9,0.0,0.0
2022-09-30,2.04,0.0,0.0
2022-03-31,3.22,0.0,0.0
2021-09-30,6.29,0.0,0.0
