ZK Group Price to Free Cash Flow Ratio Historical Data,ZK Group Price to Free Cash Flow Ratio Historical Data,ZK Group Price to Free Cash Flow Ratio Historical Data,ZK Group Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,1.42,,inf
2024-09-30,0.51,0.0,0.0
2023-09-30,0.71,0.0,0.0
2023-03-31,0.69,0.0,0.0
2022-09-30,0.84,0.0,0.0
2022-03-31,1.33,0.0,0.0
2021-09-30,2.79,0.0,0.0
2021-03-31,9.32,0.0,0.0
2020-09-30,1.2,0.0,0.0
