Vast Renewables Price to Free Cash Flow Ratio Historical Data,Vast Renewables Price to Free Cash Flow Ratio Historical Data,Vast Renewables Price to Free Cash Flow Ratio Historical Data,Vast Renewables Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,0.37,,0.0
2024-06-30,2.28,$-0.13,0.0
2023-09-30,10.87,$-0.16,0.0
2023-06-30,10.64,$-0.13,0.0
2023-03-31,10.5,$-0.03,0.0
2022-12-31,10.27,$-0.20,0.0
