Bleuacacia Ltd Price to Free Cash Flow Ratio Historical Data,Bleuacacia Ltd Price to Free Cash Flow Ratio Historical Data,Bleuacacia Ltd Price to Free Cash Flow Ratio Historical Data,Bleuacacia Ltd Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2024-11-05,11.03,,0.0
2024-03-31,10.65,$-0.09,0.0
2023-12-31,10.75,$-0.09,0.0
2023-09-30,10.5,$-0.08,0.0
2023-06-30,10.26,$-0.11,0.0
2023-03-31,10.22,$-0.09,0.0
2022-12-31,10.06,$-0.06,0.0
