ICoreConnect Price to Free Cash Flow Ratio Historical Data,ICoreConnect Price to Free Cash Flow Ratio Historical Data,ICoreConnect Price to Free Cash Flow Ratio Historical Data,ICoreConnect Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,0.5,,0.0
2024-09-30,0.35,$-23.95,0.0
2024-06-30,0.93,$-21.82,0.0
2024-03-31,1.22,$-24.83,0.0
2023-12-31,1.24,$-26.35,0.0
2023-09-30,3.98,$-5.54,0.0
2023-06-30,10.59,$-8.60,0.0
2023-03-31,10.4,$-9.58,0.0
