Lifezone Metals Price to Free Cash Flow Ratio Historical Data,Lifezone Metals Price to Free Cash Flow Ratio Historical Data,Lifezone Metals Price to Free Cash Flow Ratio Historical Data,Lifezone Metals Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,4.5,,0.0
2024-06-30,7.68,$-0.27,0.0
2023-12-31,9.04,$-0.92,0.0
2023-09-30,12.27,$-0.63,0.0
2023-06-30,11.09,$-0.69,0.0
2023-03-31,10.55,$-0.38,0.0
2022-12-31,10.38,$-0.37,0.0
2022-09-30,10.14,$-0.21,0.0
