EnCore Energy Price to Free Cash Flow Ratio Historical Data,EnCore Energy Price to Free Cash Flow Ratio Historical Data,EnCore Energy Price to Free Cash Flow Ratio Historical Data,EnCore Energy Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,1.66,,0.0
2024-12-31,3.41,$-0.31,0.0
2024-09-30,4.04,$-0.58,0.0
2024-06-30,3.94,$-0.67,0.0
2024-03-31,4.38,$-0.48,0.0
2023-12-31,3.93,$-0.19,0.0
