Iveda Solutions Price to Free Cash Flow Ratio Historical Data,Iveda Solutions Price to Free Cash Flow Ratio Historical Data,Iveda Solutions Price to Free Cash Flow Ratio Historical Data,Iveda Solutions Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,3.21,,0.0
2024-09-30,1.67,$-2.13,0.0
2024-06-30,4.06,$-3.06,0.0
2024-03-31,7.19,$-2.39,0.0
2023-12-31,5.07,$-1.74,0.0
2023-09-30,6.86,$-2.90,0.0
2023-06-30,8.72,$-1.70,0.0
2023-03-31,10.64,$-3.38,0.0
