BV Financial Price to Free Cash Flow Ratio Historical Data,BV Financial Price to Free Cash Flow Ratio Historical Data,BV Financial Price to Free Cash Flow Ratio Historical Data,BV Financial Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,15.42,,9.13
2024-09-30,15.35,$1.69,9.09
2024-06-30,11.91,$2.47,4.82
