Connexa Sports Technologies Price to Free Cash Flow Ratio Historical Data,Connexa Sports Technologies Price to Free Cash Flow Ratio Historical Data,Connexa Sports Technologies Price to Free Cash Flow Ratio Historical Data,Connexa Sports Technologies Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,0.75,,0.0
2024-10-31,3.74,$-6.07,0.0
2024-07-31,16.25,$-6.87,0.0
2024-04-30,0.75,$-6.23,0.0
2024-01-31,0.4,$-102.27,0.0
2023-10-31,0.85,"$1,659.58",0.0
2023-07-31,0.13,$88.73,0.0
2023-04-30,0.17,$-454.87,0.0
