Ermenegildo Zegna Price to Free Cash Flow Ratio Historical Data,Ermenegildo Zegna Price to Free Cash Flow Ratio Historical Data,Ermenegildo Zegna Price to Free Cash Flow Ratio Historical Data,Ermenegildo Zegna Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,7.33,,6.14
2021-12-31,10.4,$1.19,8.72
