WISeKey Holding Price to Free Cash Flow Ratio Historical Data,WISeKey Holding Price to Free Cash Flow Ratio Historical Data,WISeKey Holding Price to Free Cash Flow Ratio Historical Data,WISeKey Holding Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,4.25,,inf
2023-12-31,1.75,0.0,0.0
2023-06-30,4.4,0.0,0.0
2022-12-31,4.45,0.0,0.0
2022-06-30,6.23,0.0,0.0
2021-12-31,19.65,0.0,0.0
2021-06-30,35.85,0.0,0.0
