Atlanta Braves Holdings Price to Free Cash Flow Ratio Historical Data,Atlanta Braves Holdings Price to Free Cash Flow Ratio Historical Data,Atlanta Braves Holdings Price to Free Cash Flow Ratio Historical Data,Atlanta Braves Holdings Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,43.24,,0.0
2024-12-31,40.8,$-1.10,0.0
2024-09-30,42.15,$-1.38,0.0
2024-06-30,41.33,$-1.09,0.0
