Prima BioMed Price to Free Cash Flow Ratio Historical Data,Prima BioMed Price to Free Cash Flow Ratio Historical Data,Prima BioMed Price to Free Cash Flow Ratio Historical Data,Prima BioMed Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,1.9,,0.0
2017-03-31,2.44,$-0.23,0.0
2016-12-31,2.34,0,0.0
2016-06-30,3.23,0,0.0
2015-12-31,3.8,0,0.0
2015-06-30,4.83,0,0.0
2014-12-31,2.23,0,0.0
2014-06-30,3.87,0,0.0
2013-12-31,3.67,0,0.0
