Expion360 Price to Free Cash Flow Ratio Historical Data,Expion360 Price to Free Cash Flow Ratio Historical Data,Expion360 Price to Free Cash Flow Ratio Historical Data,Expion360 Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,1.02,,0.0
2024-09-30,0.05,$-37.50,0.0
2024-06-30,1.0,$-74.40,0.0
2024-03-31,3.12,$-81.81,0.0
2023-12-31,5.39,$-80.06,0.0
2023-09-30,4.11,$-83.55,0.0
2023-06-30,4.97,$-105.26,0.0
2023-03-31,4.84,$-118.54,0.0
