Belite Bio Price to Free Cash Flow Ratio Historical Data,Belite Bio Price to Free Cash Flow Ratio Historical Data,Belite Bio Price to Free Cash Flow Ratio Historical Data,Belite Bio Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,67.73,,0.0
2024-09-30,46.88,$-1.12,0.0
2024-06-30,45.68,$-1.12,0.0
2024-03-31,38.37,$-1.12,0.0
2023-12-31,45.75,$-1.12,0.0
2023-09-30,31.85,0,0.0
2023-06-30,14.29,0,0.0
