Next Technology Holding Price to Free Cash Flow Ratio Historical Data,Next Technology Holding Price to Free Cash Flow Ratio Historical Data,Next Technology Holding Price to Free Cash Flow Ratio Historical Data,Next Technology Holding Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,0.35,,1.78
2024-09-30,1.22,$0.20,6.2
2024-06-30,4.54,$-10.56,0.0
2024-03-31,4.8,$-10.68,0.0
2023-12-31,3.85,$-11.17,0.0
2023-09-30,13.43,$-42.46,0.0
2023-06-30,9.29,$-31.91,0.0
