GENFIT S.A Price to Free Cash Flow Ratio Historical Data,GENFIT S.A Price to Free Cash Flow Ratio Historical Data,GENFIT S.A Price to Free Cash Flow Ratio Historical Data,GENFIT S.A Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,3.61,,inf
2023-12-31,3.85,0.0,0.0
2023-06-30,3.54,0.0,0.0
2022-12-31,4.39,0.0,0.0
2022-06-30,3.22,0.0,0.0
2021-12-31,5.0,0.0,0.0
2021-06-30,3.8,0.0,0.0
2020-12-31,4.8,0.0,0.0
