Nexalin Technology Price to Free Cash Flow Ratio Historical Data,Nexalin Technology Price to Free Cash Flow Ratio Historical Data,Nexalin Technology Price to Free Cash Flow Ratio Historical Data,Nexalin Technology Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,2.48,,0.0
2024-12-31,2.76,$-0.43,0.0
2024-09-30,0.67,$-0.40,0.0
2024-06-30,1.69,$-0.50,0.0
2024-03-31,1.4,$-0.45,0.0
2023-12-31,0.4,$-0.52,0.0
2023-09-30,0.44,$-0.53,0.0
2023-06-30,0.89,$-0.69,0.0
