Opthea Price to Free Cash Flow Ratio Historical Data,Opthea Price to Free Cash Flow Ratio Historical Data,Opthea Price to Free Cash Flow Ratio Historical Data,Opthea Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-17,3.41,,inf
2024-06-30,1.93,0.0,0.0
2023-12-31,2.95,0.0,0.0
2023-06-30,2.8,0.0,0.0
2022-12-31,5.36,0.0,0.0
2022-06-30,6.3,0.0,0.0
