Klotho Neurosciences Price to Free Cash Flow Ratio Historical Data,Klotho Neurosciences Price to Free Cash Flow Ratio Historical Data,Klotho Neurosciences Price to Free Cash Flow Ratio Historical Data,Klotho Neurosciences Price to Free Cash Flow Ratio Historical Data
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2025-03-20,0.28,,0.0
2024-09-30,0.65,$-0.47,0.0
2024-06-30,2.48,$-0.41,0.0
2024-03-31,11.97,$-0.37,0.0
2023-12-31,10.7,$-0.37,0.0
2023-09-30,10.67,$-0.05,0.0
2023-06-30,10.46,$-0.06,0.0
2023-03-31,10.33,$-0.26,0.0
