ticker,pe_ratio,combinedrank
AXDX,0.0,4231.0
VIRC,6.27,4232.0
NVRI,0.0,4233.0
FIHL,16.64,4234.0
MSAI,0.0,4235.0
A,27.65,4235.0
ICCT,0.0,4237.0
KDP,31.84,4238.0
LNZA,0.0,4239.0
CPSH,0.0,4240.0
HY,5.74,4240.0
SSKN,0.0,4242.0
PLCE,0.0,4243.0
GTBP,0.0,4243.0
NMFC,10.65,4245.0
AMAT,20.18,4246.0
WLK,21.87,4247.0
LIEN,17.21,4248.0
AAT,23.04,4248.0
PTEN,0.0,4250.0
GBR,0.0,4251.0
LOB,22.28,4252.0
IAC,0.0,4253.0
KIDS,0.0,4253.0
NVT,29.01,4255.0
AISP,0.0,4256.0
CLF,0.0,4257.0
HPP,0.0,4258.0
NXPL,0.0,4258.0
FGI,0.0,4258.0
LKQ,15.64,4261.0
AMCX,0.0,4262.0
FCN,20.76,4263.0
VERA,0.0,4264.0
LAMR,31.77,4265.0
SCVL,10.44,4266.0
BCLI,0.0,4266.0
AMIX,0.0,4268.0
VALE,4.69,4269.0
MPW,0.0,4270.0
AIRS,0.0,4271.0
J,25.13,4272.0
ECX,0.0,4273.0
MLGO,0.0,4274.0
LXEO,0.0,4275.0
CENTA,17.81,4276.0
KLXE,0.0,4277.0
ZBH,25.12,4278.0
PCH,163.36,4279.0
NTWK,0.0,4279.0
CGTX,0.0,4279.0
MRC,17.56,4282.0
WHF,21.81,4283.0
CTO,0.0,4284.0
ONCY,0.0,4284.0
PVH,5.28,4286.0
RFL,0.0,4287.0
SGRY,0.0,4287.0
OC,20.09,4289.0
HQI,120.09,4290.0
NVS,19.25,4291.0
GPMT,0.0,4292.0
OLPX,45.0,4293.0
APOG,10.51,4294.0
MLKN,20.84,4295.0
ATCH,0.0,4296.0
EML,0.0,4297.0
OCX,0.0,4297.0
RAPT,0.0,4299.0
HRB,14.44,4300.0
AMRK,14.33,4301.0
LSEA,16.17,4302.0
NKSH,18.69,4303.0
RXO,0.0,4304.0
PDS,9.84,4305.0
RILY,0.0,4306.0
HMST,0.0,4306.0
RGP,0.0,4308.0
EDIT,0.0,4309.0
OBDC,9.85,4310.0
GLOB,34.72,4311.0
LXU,0.0,4312.0
ABOS,0.0,4313.0
XRAY,0.0,4314.0
VPG,30.43,4315.0
CRVO,0.0,4316.0
LOGI,21.33,4317.0
WTTR,33.67,4318.0
MNDO,12.41,4318.0
FND,44.18,4320.0
COLL,16.09,4321.0
SGC,17.75,4322.0
VLTO,29.38,4323.0
BLFY,0.0,4324.0
DD,46.07,4325.0
X,27.56,4326.0
GMS,20.15,4327.0
DKNG,0.0,4328.0
BEAM,0.0,4329.0
TAIT,11.09,4330.0
USNA,12.47,4331.0
ADN,0.0,4332.0
INV,0.0,4333.0
STRA,17.57,4334.0
MTUS,0.0,4335.0
GHG,3.75,4336.0
IIPR,11.46,4337.0
OSUR,0.0,4337.0
MBIN,6.17,4339.0
SHLS,22.07,4340.0
CLNN,0.0,4341.0
NUS,0.0,4342.0
PLUG,0.0,4342.0
CREG,0.0,4344.0
APA,9.1,4345.0
RES,12.74,4346.0
HPQ,10.26,4347.0
SUN,8.77,4348.0
PRE,0.0,4349.0
DVN,7.92,4350.0
REGN,17.31,4351.0
DLPN,0.0,4352.0
NSIT,23.71,4353.0
QSI,0.0,4354.0
COYA,0.0,4355.0
ALCO,0.0,4356.0
NFE,0.0,4357.0
MMLP,0.0,4358.0
RRGB,0.0,4359.0
SHOO,11.06,4360.0
UHAL,29.5,4361.0
CMT,9.95,4362.0
CPRI,0.0,4363.0
WAFD,13.02,4364.0
BELFA,24.11,4365.0
LMT,20.97,4366.0
LCUT,0.0,4367.0
PMT,11.1,4368.0
AGAE,0.0,4369.0
EVGN,0.0,4370.0
BRID,0.0,4370.0
KRP,0.0,4372.0
SAIA,26.08,4373.0
MTR,20.06,4374.0
NDLS,0.0,4375.0
EDRY,0.0,4376.0
ECVT,0.0,4377.0
ENOV,0.0,4378.0
ACGL,8.25,4379.0
DRH,46.94,4380.0
CCOI,0.0,4381.0
ASGN,16.79,4382.0
PLL,0.0,4382.0
HST,15.11,4384.0
FELE,25.46,4385.0
FLYX,0.0,4386.0
CLCO,inf,4387.0
SCOR,0.0,4388.0
DFIN,14.54,4389.0
FF,5.07,4390.0
NKE,22.18,4391.0
ASTL,0.0,4391.0
ONL,0.0,4391.0
NGL,0.0,4394.0
CHGG,0.0,4395.0
FUL,23.35,4396.0
PFLT,7.94,4397.0
KSPI,13.18,4398.0
DLTH,0.0,4399.0
SOHO,0.0,4400.0
AQST,0.0,4401.0
VTLE,0.0,4402.0
DMLP,14.25,4402.0
WFRD,7.87,4404.0
DDD,0.0,4405.0
DIN,6.01,4406.0
EC,4.84,4407.0
TNK,3.28,4408.0
ISPR,0.0,4409.0
AOS,18.38,4410.0
DQ,0.0,4411.0
SILC,0.0,4412.0
WPC,29.47,4413.0
AMN,0.0,4414.0
SOND,0.0,4415.0
BGFV,0.0,4416.0
CION,20.64,4417.0
AVD,0.0,4417.0
WOLF,0.0,4419.0
EWCZ,22.28,4420.0
SEE,16.33,4421.0
INMB,0.0,4422.0
ALAB,0.0,4423.0
ALDX,0.0,4424.0
RDDT,0.0,4425.0
AGRO,7.27,4426.0
ARL,0.0,4427.0
VSH,0.0,4428.0
BBY,17.21,4429.0
SGML,0.0,4429.0
BNAI,0.0,4431.0
FET,0.0,4432.0
ALGM,0.0,4433.0
BCC,10.51,4434.0
MNOV,0.0,4434.0
HCC,9.83,4436.0
VSTS,126.88,4437.0
GPK,12.03,4438.0
ODV,0.0,4439.0
CMRE,4.37,4440.0
NSA,33.68,4441.0
CODI,0.0,4442.0
STLD,12.92,4443.0
CAAS,4.42,4444.0
UFPI,15.94,4445.0
APTV,9.08,4446.0
EGP,38.04,4447.0
ORIC,0.0,4448.0
COCH,0.0,4449.0
PBT,21.62,4450.0
ARBE,0.0,4451.0
EDAP,0.0,4452.0
BWA,20.24,4452.0
BTG,0.0,4454.0
CDW,21.09,4455.0
ARRY,0.0,4456.0
AEHR,11.95,4457.0
ASTC,0.0,4458.0
BSM,13.34,4459.0
HLLY,20.83,4460.0
COCP,0.0,4461.0
SSBI,0.0,4462.0
SSD,20.63,4463.0
BLDR,14.21,4464.0
FTRE,0.0,4465.0
LTRN,0.0,4466.0
ZCAR,0.0,4467.0
SXI,36.91,4467.0
KLTO,0.0,4469.0
MBC,14.23,4470.0
HRL,21.66,4471.0
BCAL,0.0,4472.0
CVEO,0.0,4473.0
AAP,0.0,4474.0
ALX,25.37,4475.0
WFG,0.0,4476.0
HOPE,12.72,4477.0
NXPI,20.83,4478.0
TGT,11.76,4479.0
BCG,0.0,4480.0
NOG,5.99,4481.0
MDBH,0.0,4482.0
ELTX,0.0,4483.0
WTI,0.0,4484.0
BOOM,0.0,4485.0
NSYS,6.39,4486.0
FRO,6.89,4487.0
APT,14.11,4488.0
BLKB,0.0,4489.0
BALL,4.07,4490.0
INTT,68.18,4491.0
BGS,0.0,4492.0
TCRX,0.0,4493.0
TXT,17.05,4494.0
TIXT,0.0,4495.0
HUSA,0.0,4496.0
MARPS,12.65,4497.0
GPC,18.66,4498.0
HII,14.45,4499.0
VRME,0.0,4500.0
THO,21.29,4501.0
NOTV,0.0,4502.0
INSW,4.2,4503.0
PRU,14.83,4504.0
FOR,6.28,4505.0
IDYA,0.0,4506.0
DAC,3.23,4507.0
TNFA,0.0,4508.0
IRD,0.0,4509.0
HUBG,21.66,4510.0
XENE,0.0,4511.0
ATS,42.3,4512.0
SM,4.63,4513.0
MAS,18.73,4514.0
TK,4.64,4515.0
IMAB,17.22,4516.0
SFL,9.87,4517.0
FOXF,155.63,4518.0
IFRX,0.0,4519.0
DHAI,0.0,4520.0
PHVS,0.0,4521.0
TACT,0.0,4522.0
WHR,0.0,4523.0
ORMP,21.55,4524.0
AIR,242.18,4525.0
CSIQ,0.0,4526.0
DSS,0.0,4527.0
PRTA,0.0,4528.0
ATHM,14.77,4529.0
ALTO,0.0,4530.0
GRNT,43.57,4531.0
SJM,0.0,4531.0
NTIP,0.0,4533.0
GASS,3.32,4534.0
GWRS,46.21,4535.0
ACTG,0.0,4536.0
TREX,28.73,4537.0
MXL,0.0,4538.0
FAT,0.0,4539.0
TNC,19.29,4540.0
NLOP,0.0,4541.0
KRRO,0.0,4542.0
CMC,124.63,4543.0
EL,0.0,4544.0
IVVD,0.0,4545.0
MFIC,9.91,4546.0
TM,10.59,4547.0
BSBK,0.0,4548.0
WS,14.9,4549.0
ODFL,29.4,4550.0
GENK,33.78,4551.0
RHP,21.77,4552.0
HG,5.82,4553.0
NRGV,0.0,4554.0
PNST,0.0,4555.0
CTNT,0.0,4556.0
MYPS,0.0,4557.0
LVS,21.77,4558.0
APGE,0.0,4559.0
KPLT,0.0,4560.0
OGN,4.68,4561.0
GOTU,0.0,4562.0
CCAP,8.91,4562.0
BCSF,9.08,4564.0
IOSP,69.31,4565.0
MNR,9.69,4566.0
FTEK,0.0,4567.0
SPRU,0.0,4568.0
DIT,19.47,4569.0
MED,79.78,4570.0
KNDI,0.0,4571.0
VSEE,0.0,4572.0
FDX,15.69,4573.0
CSX,16.75,4574.0
SVC,0.0,4575.0
OTTR,11.49,4576.0
HGBL,14.87,4577.0
CSWC,15.76,4577.0
LBRT,7.79,4579.0
CPHC,45.24,4580.0
VLO,15.9,4581.0
ATUS,0.0,4582.0
JRVR,0.0,4583.0
PCAR,12.43,4584.0
FUN,0.0,4585.0
TRDA,5.45,4586.0
BP,434.38,4587.0
EVC,0.0,4588.0
MLTX,0.0,4589.0
CARV,0.0,4589.0
ZURA,0.0,4591.0
MX,0.0,4592.0
ABNB,30.54,4593.0
LILAK,0.0,4594.0
BAX,0.0,4595.0
MPC,15.3,4596.0
CVX,16.95,4597.0
ABL,0.0,4598.0
CLAR,0.0,4599.0
CIO,0.0,4600.0
VATE,0.0,4601.0
ETD,11.53,4602.0
SQM,0.0,4603.0
ADV,0.0,4604.0
PMVP,0.0,4605.0
NMHI,0.0,4606.0
TTSH,108.5,4607.0
FFIC,0.0,4607.0
BALY,0.0,4609.0
LPSN,0.0,4610.0
VOYA,11.17,4611.0
LU,0.0,4611.0
CDT,0.0,4613.0
HWH,0.0,4614.0
GLBS,10.42,4615.0
SHO,70.07,4616.0
GSK,24.79,4617.0
AIFF,0.0,4618.0
SVV,39.28,4619.0
IMRX,0.0,4620.0
PSX,26.08,4621.0
AIRE,0.0,4622.0
REFI,10.34,4623.0
LSCC,137.59,4624.0
LDWY,0.0,4625.0
SNPX,0.0,4626.0
JNJ,24.51,4627.0
MOBX,0.0,4628.0
VTMX,10.12,4629.0
STHO,0.0,4630.0
