Arenas PE Ratio Historical Data,Arenas PE Ratio Historical Data,Arenas PE Ratio Historical Data,Arenas PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.62,,0.0
2024-09-30,0.81,$-4.25,0.0
2024-06-30,0.77,$-4.84,0.0
2024-03-31,1.18,$-5.44,0.0
2023-12-31,2.38,$-2.57,0.0
2023-09-30,4.28,$-3.15,0.0
2023-06-30,4.58,$-3.57,0.0
2023-03-31,4.25,$-3.91,0.0
2022-12-31,10.61,$-4.07,0.0
