Edible Garden AG PE Ratio Historical Data,Edible Garden AG PE Ratio Historical Data,Edible Garden AG PE Ratio Historical Data,Edible Garden AG PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.66,,0.0
2024-09-30,0.27,$-657.75,0.0
2024-06-30,1.29,$-986.50,0.0
2024-03-31,0.32,"$-1,076.25",0.0
2023-12-31,0.5,"$-1,840.00",0.0
2023-09-30,0.74,"$-6,135.00",0.0
2023-06-30,1.27,"$-9,393.60",0.0
2023-03-31,2.3,"$-19,483.80",0.0
