LanzaTech Global PE Ratio Historical Data,LanzaTech Global PE Ratio Historical Data,LanzaTech Global PE Ratio Historical Data,LanzaTech Global PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.4,,0.0
2024-09-30,1.91,$-0.65,0.0
2024-06-30,1.85,$-0.49,0.0
2024-03-31,3.1,$-0.49,0.0
2023-12-31,5.03,$-0.94,0.0
2023-09-30,4.67,$-0.85,0.0
2023-06-30,6.83,$-0.72,0.0
2023-03-31,3.88,$-0.58,0.0
2022-12-31,9.98,0,0.0
2022-09-30,9.79,0,0.0
2022-06-30,9.77,0,0.0
