Knightscope PE Ratio Historical Data,Knightscope PE Ratio Historical Data,Knightscope PE Ratio Historical Data,Knightscope PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,4.45,,0.0
2024-09-30,7.36,$-13.58,0.0
2024-06-30,0.31,$-15.50,0.0
2024-03-31,0.5,$-17.00,0.0
2023-12-31,0.6,$-16.00,0.0
2023-09-30,0.79,$-28.50,0.0
2023-06-30,0.53,$-30.00,0.0
2023-03-31,0.89,$-25.00,0.0
2022-12-31,1.89,$-37.00,0.0
