Sigma Lithium PE Ratio Historical Data,Sigma Lithium PE Ratio Historical Data,Sigma Lithium PE Ratio Historical Data,Sigma Lithium PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,11.63,,0.0
2024-09-30,12.36,$-0.48,0.0
2024-06-30,12.03,$0.09,133.67
2024-03-31,12.96,$-0.13,0.0
2023-12-31,31.53,$-0.29,0.0
2023-09-30,32.44,$-0.73,0.0
2023-06-30,40.3,$-1.17,0.0
2023-03-31,37.62,$-1.01,0.0
2022-12-31,28.22,$-0.87,0.0
2022-09-30,27.19,$-0.44,0.0
