BGM Group PE Ratio Historical Data,BGM Group PE Ratio Historical Data,BGM Group PE Ratio Historical Data,BGM Group PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,8.94,,inf
2024-09-30,7.99,0.0,0.0
2024-03-31,0.69,0.0,0.0
2023-09-30,0.79,0.0,0.0
2023-03-31,1.3,0.0,0.0
2022-09-30,1.19,0.0,0.0
