Sharps Technology PE Ratio Historical Data,Sharps Technology PE Ratio Historical Data,Sharps Technology PE Ratio Historical Data,Sharps Technology PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.26,,0.0
2024-09-30,0.15,$-8.08,0.0
2024-06-30,0.24,$-10.55,0.0
2024-03-31,0.34,$-13.19,0.0
2023-12-31,0.42,$-16.48,0.0
2023-09-30,0.55,$-14.73,0.0
2023-06-30,0.79,$-16.70,0.0
2023-03-31,1.11,$-10.55,0.0
