"ACELYRIN, INC PE Ratio Historical Data","ACELYRIN, INC PE Ratio Historical Data","ACELYRIN, INC PE Ratio Historical Data","ACELYRIN, INC PE Ratio Historical Data"
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.77,,0.0
2024-12-31,3.14,$-1.71,0.0
2024-09-30,4.93,$-2.46,0.0
2024-06-30,4.41,$-2.84,0.0
2024-03-31,6.75,$-2.38,0.0
