BT Brands PE Ratio Historical Data,BT Brands PE Ratio Historical Data,BT Brands PE Ratio Historical Data,BT Brands PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.34,,0.0
2024-09-30,1.57,$-0.22,0.0
2024-06-30,1.59,$-0.18,0.0
2024-03-31,1.65,$-0.21,0.0
2023-12-31,2.5,$-0.16,0.0
2023-09-30,2.16,$-0.12,0.0
2023-06-30,2.45,$-0.16,0.0
2023-03-31,2.95,$-0.13,0.0
2022-12-31,1.83,$-0.10,0.0
2022-09-30,2.1,$-0.04,0.0
