IN8bio PE Ratio Historical Data,IN8bio PE Ratio Historical Data,IN8bio PE Ratio Historical Data,IN8bio PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.23,,0.0
2024-12-31,0.26,$-0.54,0.0
2024-09-30,0.27,$-0.75,0.0
2024-06-30,0.85,$-0.83,0.0
2024-03-31,1.18,$-0.91,0.0
2023-12-31,1.38,$-1.01,0.0
2023-09-30,1.04,$-1.12,0.0
2023-06-30,1.54,$-1.23,0.0
2023-03-31,1.3,$-1.34,0.0
2022-12-31,2.31,$-1.37,0.0
2022-09-30,2.02,$-1.26,0.0
2022-06-30,2.26,$-1.17,0.0
