Estrella Immunopharma PE Ratio Historical Data,Estrella Immunopharma PE Ratio Historical Data,Estrella Immunopharma PE Ratio Historical Data,Estrella Immunopharma PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.92,,0.0
2024-09-30,1.16,$-0.26,0.0
2024-06-30,1.05,$-1.95,0.0
2024-03-31,1.24,$-1.82,0.0
2023-12-31,1.11,$-1.81,0.0
2023-09-30,9.34,$-1.78,0.0
2023-06-30,10.84,0,0.0
2023-03-31,10.58,0,0.0
2022-12-31,10.29,0,0.0
2022-09-30,10.06,0,0.0
2022-06-30,10.0,0,0.0
