Citius Oncology PE Ratio Historical Data,Citius Oncology PE Ratio Historical Data,Citius Oncology PE Ratio Historical Data,Citius Oncology PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.61,,0.0
2024-12-31,1.15,$-0.05,0.0
2024-09-30,1.39,$0.04,34.75
2024-06-30,11.36,$0.04,284.0
2024-03-31,11.06,0,0.0
2023-12-31,10.94,0,0.0
2023-09-30,10.77,0,0.0
