TruGolf Holdings PE Ratio Historical Data,TruGolf Holdings PE Ratio Historical Data,TruGolf Holdings PE Ratio Historical Data,TruGolf Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.4,,0.0
2024-09-30,0.95,$-0.42,0.0
2024-06-30,1.12,$-0.42,0.0
2024-03-31,1.28,$-0.30,0.0
2023-12-31,11.65,$-0.08,0.0
2023-09-30,11.7,0,0.0
2023-06-30,11.37,0,0.0
2023-03-31,10.62,0,0.0
2022-12-31,10.62,0,0.0
2022-09-30,10.07,0,0.0
