Lavoro PE Ratio Historical Data,Lavoro PE Ratio Historical Data,Lavoro PE Ratio Historical Data,Lavoro PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.53,,0.0
2024-09-30,3.77,$-1.63,0.0
2024-06-30,5.43,$-1.35,0.0
2024-03-31,6.68,$-0.67,0.0
2023-12-31,8.62,$-0.81,0.0
2023-09-30,6.65,$-0.78,0.0
2023-06-30,5.96,$-0.66,0.0
2023-03-31,5.77,$-0.66,0.0
2022-09-30,9.92,0,0.0
