Coya Therapeutics PE Ratio Historical Data,Coya Therapeutics PE Ratio Historical Data,Coya Therapeutics PE Ratio Historical Data,Coya Therapeutics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,6.47,,0.0
2024-12-31,5.73,$-0.80,0.0
2024-09-30,6.45,$-0.65,0.0
2024-06-30,6.06,$-0.73,0.0
2024-03-31,9.92,$-0.85,0.0
2023-12-31,7.41,$-0.78,0.0
2023-09-30,3.84,$-0.93,0.0
