Zenvia PE Ratio Historical Data,Zenvia PE Ratio Historical Data,Zenvia PE Ratio Historical Data,Zenvia PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.52,,0.0
2024-09-30,1.5,$-0.23,0.0
2024-06-30,2.59,$-0.48,0.0
2024-03-31,2.66,$-0.49,0.0
2023-12-31,1.18,$-0.29,0.0
2023-09-30,1.05,$-0.89,0.0
2023-06-30,0.76,$-0.96,0.0
2023-03-31,1.0,$-1.02,0.0
2022-12-31,1.15,$-1.12,0.0
2022-09-30,1.61,$-0.25,0.0
2022-06-30,2.11,$-0.40,0.0
