Connexa Sports Technologies PE Ratio Historical Data,Connexa Sports Technologies PE Ratio Historical Data,Connexa Sports Technologies PE Ratio Historical Data,Connexa Sports Technologies PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.75,,0.0
2024-10-31,3.74,$-297.26,0.0
2024-07-31,16.25,$-582.82,0.0
2024-04-30,0.75,$-619.51,0.0
2024-01-31,0.4,$-610.20,0.0
2023-10-31,0.85,"$-3,268.40",0.0
2023-07-31,0.13,"$-3,782.60",0.0
2023-04-30,0.17,"$-4,232.00",0.0
