TH PE Ratio Historical Data,TH PE Ratio Historical Data,TH PE Ratio Historical Data,TH PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,3.05,,0.0
2024-09-30,0.81,$-2.55,0.0
2024-06-30,0.75,$-2.85,0.0
2024-03-31,1.15,$-3.70,0.0
2023-12-31,1.75,$-4.00,0.0
2023-09-30,1.81,$-3.80,0.0
2023-06-30,2.87,$-4.20,0.0
2023-03-31,4.07,$-3.15,0.0
2022-12-31,2.78,$-2.25,0.0
2022-09-30,5.98,$-1.10,0.0
2022-06-30,9.85,0,0.0
2022-03-31,9.83,0,0.0
2021-12-31,9.81,0,0.0
