Cardiol Therapeutics PE Ratio Historical Data,Cardiol Therapeutics PE Ratio Historical Data,Cardiol Therapeutics PE Ratio Historical Data,Cardiol Therapeutics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.19,,0.0
2024-09-30,1.98,$-0.39,0.0
2024-06-30,2.02,$-0.33,0.0
2024-03-31,1.81,$-0.35,0.0
2023-12-31,0.84,$-0.33,0.0
2023-09-30,0.9,$-0.33,0.0
2023-06-30,0.89,$-0.36,0.0
2023-03-31,0.49,$-0.35,0.0
2022-12-31,0.51,$-0.38,0.0
2022-09-30,1.03,$-0.47,0.0
