DigiAsia PE Ratio Historical Data,DigiAsia PE Ratio Historical Data,DigiAsia PE Ratio Historical Data,DigiAsia PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.34,,inf
2023-12-31,11.2,0.0,0.0
2023-09-30,11.05,0.0,0.0
2023-06-30,10.85,0.0,0.0
2023-03-31,10.52,0.0,0.0
2022-12-31,10.27,0.0,0.0
2022-09-30,10.1,0.0,0.0
2022-06-30,9.99,0.0,0.0
