Zentek PE Ratio Historical Data,Zentek PE Ratio Historical Data,Zentek PE Ratio Historical Data,Zentek PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.17,,0.0
2024-12-31,0.94,$-0.07,0.0
2024-09-30,0.7,$-0.08,0.0
2024-06-30,1.07,$-0.08,0.0
2024-03-31,1.2,$-0.08,0.0
2023-12-31,1.08,$-0.07,0.0
2023-09-30,1.26,$-0.07,0.0
2023-06-30,1.57,$-0.08,0.0
2023-03-31,1.53,$-0.10,0.0
2022-12-31,1.55,$-0.13,0.0
