Skeena Resources PE Ratio Historical Data,Skeena Resources PE Ratio Historical Data,Skeena Resources PE Ratio Historical Data,Skeena Resources PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,10.8,,0.0
2024-09-30,8.46,$-1.37,0.0
2024-06-30,5.37,$-1.12,0.0
2024-03-31,4.62,$-1.02,0.0
2023-12-31,4.88,$-0.95,0.0
2023-09-30,4.6,$-0.84,0.0
2023-06-30,4.83,$-0.81,0.0
2023-03-31,6.11,$-0.91,0.0
2022-12-31,5.32,$-0.98,0.0
2022-09-30,4.68,$-1.23,0.0
