Pharming Group PE Ratio Historical Data,Pharming Group PE Ratio Historical Data,Pharming Group PE Ratio Historical Data,Pharming Group PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,8.93,,0.0
2024-09-30,8.25,$-0.26,0.0
2024-06-30,8.35,$-0.19,0.0
2024-03-31,10.84,$-0.16,0.0
2023-12-31,11.43,$-0.14,0.0
2023-09-30,11.4,$0.03,380.0
2023-06-30,11.65,$0.03,388.33
2023-03-31,13.5,$0.14,96.43
2022-09-30,9.84,$0.31,31.74
