TuanChe PE Ratio Historical Data,TuanChe PE Ratio Historical Data,TuanChe PE Ratio Historical Data,TuanChe PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.76,,0.0
2024-06-30,1.79,$-10.34,0.0
2021-12-31,2.83,$-12.29,0.0
2021-09-30,2.2,$-10.49,0.0
2021-06-30,3.0,$-6.90,0.0
2021-03-31,4.0,$-10.34,0.0
2020-12-31,3.35,$-14.99,0.0
2020-09-30,0.76,$-19.19,0.0
2020-06-30,1.59,$-23.39,0.0
2020-03-31,1.63,$-31.18,0.0
2019-12-31,1.43,$-26.99,0.0
2019-09-30,2.22,$-36.58,0.0
