Shuttle Pharmaceuticals Holdings PE Ratio Historical Data,Shuttle Pharmaceuticals Holdings PE Ratio Historical Data,Shuttle Pharmaceuticals Holdings PE Ratio Historical Data,Shuttle Pharmaceuticals Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.41,,0.0
2024-12-31,0.86,$-3.35,0.0
2024-09-30,1.33,$-4.15,0.0
2024-06-30,0.4,$-3.44,0.0
2024-03-31,0.41,$-3.68,0.0
2023-12-31,0.46,$-3.44,0.0
2023-09-30,0.61,$-3.12,0.0
2023-06-30,1.15,$-3.04,0.0
