Forafric Global PE Ratio Historical Data,Forafric Global PE Ratio Historical Data,Forafric Global PE Ratio Historical Data,Forafric Global PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,8.5,,inf
2024-06-30,10.67,0.0,0.0
2022-12-31,11.1,0.0,0.0
2022-03-31,10.23,0.0,0.0
2021-12-31,10.12,0.0,0.0
