XTI Aerospace PE Ratio Historical Data,XTI Aerospace PE Ratio Historical Data,XTI Aerospace PE Ratio Historical Data,XTI Aerospace PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,2.62,,0.0
2024-09-30,0.19,$-420.00,0.0
2024-06-30,0.44,"$-4,387.50",0.0
2024-03-31,1.73,"$-8,875.00",0.0
2023-12-31,5.62,"$-43,250.00",0.0
2023-09-30,11.19,"$-43,250.00",0.0
2023-06-30,17.9,"$-294,500.00",0.0
2023-03-31,43.0,"$-590,501.90",0.0
2022-12-31,170.0,"$-800,362.80",0.0
2022-09-30,922.5,"$-1,571,039.50",0.0
2022-06-30,1275.0,"$-1,860,902.30",0.0
2022-03-31,1950.0,"$-1,315,789.50",0.0
2021-12-31,4500.0,"$-1,372,180.50",0.0
2021-09-30,6240.0,"$-808,270.70",0.0
2021-06-30,8775.0,"$-601,503.80",0.0
2021-03-31,9000.0,"$-1,447,368.50",0.0
2020-12-31,7650.0,"$-3,439,849.60",0.0
2020-09-30,8250.0,"$-3,233,082.70",0.0
2020-06-30,10275.0,"$-26,602,656.80",0.0
2020-03-31,8925.0,"$-74,263,703.00",0.0
2019-12-31,36787.5,"$-192,203,470.00",0.0
2019-09-30,39285.0,"$-192,203,470.00",0.0
2019-06-30,213873.73,"$-578,303,950.00",0.0
2019-03-31,274994.98,"$-1,530,041,399.00",0.0
2018-12-31,1076624.91,"$-2,409,808,398.00",0.0
2018-09-30,2717549.77,"$-2,409,808,398.00",0.0
2018-06-30,2182949.81,"$-2,999,999,997.00",0.0
2018-03-31,14512498.77,"$-2,999,999,997.00",0.0
2017-12-31,85049988.52,"$-2,999,999,997.00",0.0
2017-09-30,100000000.0,"$-2,999,999,997.00",0.0
2017-06-30,100000000.0,"$-2,999,999,997.00",0.0
2017-03-31,100000000.0,"$-2,999,999,997.00",0.0
2016-12-31,100000000.0,"$-2,999,999,997.00",0.0
2016-09-30,100000000.0,"$-3,999,999,996.00",0.0
2016-06-30,100000000.0,"$-3,999,999,996.00",0.0
2016-03-31,100000000.0,"$-3,999,999,996.00",0.0
2015-12-31,100000000.0,"$-3,999,999,996.00",0.0
2015-09-30,100000000.0,"$-3,999,999,996.00",0.0
2015-06-30,100000000.0,"$-3,999,999,996.00",0.0
2015-03-31,100000000.0,"$-3,999,999,996.00",0.0
2014-12-31,100000000.0,"$-3,999,999,996.00",0.0
2014-09-30,100000000.0,"$-3,999,999,996.00",0.0
2014-06-30,100000000.0,"$-3,999,999,996.00",0.0
2014-03-31,100000000.0,"$-3,999,999,996.00",0.0
2013-12-31,100000000.0,"$-3,999,999,996.00",0.0
2013-09-30,100000000.0,"$-2,999,999,997.00",0.0
2013-06-30,100000000.0,"$-2,999,999,997.00",0.0
