NewAmsterdam Pharma PE Ratio Historical Data,NewAmsterdam Pharma PE Ratio Historical Data,NewAmsterdam Pharma PE Ratio Historical Data,NewAmsterdam Pharma PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,24.07,,0.0
2024-12-31,25.7,$-2.60,0.0
2024-09-30,16.6,$-1.65,0.0
2024-06-30,19.21,$-1.47,0.0
2024-03-31,23.65,$-1.06,0.0
2023-12-31,11.17,0,0.0
2023-09-30,9.25,0,0.0
