Kaltura PE Ratio Historical Data,Kaltura PE Ratio Historical Data,Kaltura PE Ratio Historical Data,Kaltura PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,1.83,,0.0
2024-12-31,2.2,$-0.21,0.0
2024-09-30,1.36,$-0.26,0.0
2024-06-30,1.2,$-0.32,0.0
2024-03-31,1.35,$-0.33,0.0
2023-12-31,1.95,$-0.34,0.0
2023-09-30,1.73,$-0.36,0.0
2023-06-30,2.12,$-0.43,0.0
2023-03-31,1.92,$-0.48,0.0
2022-12-31,1.72,$-0.52,0.0
2022-09-30,2.2,$-0.53,0.0
2022-06-30,1.99,$-0.64,0.0
