GDEV PE Ratio Historical Data,GDEV PE Ratio Historical Data,GDEV PE Ratio Historical Data,GDEV PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,15.7,,7.81
2024-06-30,2.86,$2.01,1.42
2023-12-31,2.21,$-2.70,0.0
2023-09-30,2.82,$-1.10,0.0
2023-06-30,6.33,$-0.80,0.0
2022-12-31,6.38,$0.40,15.95
2022-09-30,6.38,$4.30,1.48
2022-06-30,6.38,$-2.90,0.0
2022-03-31,6.38,"$-10,004.40",0.0
2021-12-31,8.06,"$-10,005.60",0.0
2021-09-30,6.64,"$-10,005.60",0.0
