PS Group PE Ratio Historical Data,PS Group PE Ratio Historical Data,PS Group PE Ratio Historical Data,PS Group PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.47,,inf
2023-12-31,11.49,0.0,0.0
2023-09-30,11.57,0.0,0.0
2023-06-30,10.84,0.0,0.0
2023-03-31,10.5,0.0,0.0
2022-12-31,10.2,0.0,0.0
