Cybin PE Ratio Historical Data,Cybin PE Ratio Historical Data,Cybin PE Ratio Historical Data,Cybin PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,7.37,,0.0
2024-09-30,8.89,$-6.66,0.0
2024-06-30,0.27,$-6.08,0.0
2024-03-31,0.41,$-7.60,0.0
2023-12-31,0.41,$-7.98,0.0
2023-09-30,0.53,$-6.84,0.0
2023-06-30,0.38,$-7.22,0.0
2023-03-31,0.39,$-7.60,0.0
2022-12-31,0.3,$-8.75,0.0
2022-09-30,0.48,$-10.27,0.0
2022-06-30,0.56,$-11.79,0.0
