Idaho Strategic Resources PE Ratio Historical Data,Idaho Strategic Resources PE Ratio Historical Data,Idaho Strategic Resources PE Ratio Historical Data,Idaho Strategic Resources PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,12.9,,25.29
2024-09-30,16.07,$0.51,31.51
2024-06-30,9.86,$0.39,25.28
2024-03-31,8.46,$0.25,33.84
2023-12-31,6.33,$0.09,70.35
2023-09-30,5.04,$0.12,42.0
2023-06-30,5.34,$-0.07,0.0
2023-03-31,4.87,$-0.17,0.0
2022-12-31,5.7,$-0.22,0.0
