Mainz Biomed PE Ratio Historical Data,Mainz Biomed PE Ratio Historical Data,Mainz Biomed PE Ratio Historical Data,Mainz Biomed PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,4.8,,0.0
2024-06-30,0.4,$-47.60,0.0
2023-12-31,1.16,$-65.60,0.0
2023-09-30,2.92,$-56.00,0.0
2023-06-30,4.78,$-40.40,0.0
2023-03-31,6.28,$-18.00,0.0
2022-12-31,7.1,0,0.0
2022-09-30,6.9,0,0.0
