Molecular Partners AG PE Ratio Historical Data,Molecular Partners AG PE Ratio Historical Data,Molecular Partners AG PE Ratio Historical Data,Molecular Partners AG PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,4.25,,0.0
2024-12-31,4.75,$-1.81,0.0
2024-09-30,5.09,$-2.15,0.0
2024-06-30,7.23,$-1.98,0.0
2024-03-31,4.2,$-2.02,0.0
2023-12-31,4.18,$-2.12,0.0
2023-09-30,4.14,$-1.86,0.0
2023-06-30,6.22,$-1.46,0.0
2023-03-31,6.04,$4.09,1.48
2022-09-30,6.69,$4.17,1.6
