American Rebel Holdings PE Ratio Historical Data,American Rebel Holdings PE Ratio Historical Data,American Rebel Holdings PE Ratio Historical Data,American Rebel Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,0.17,,0.0
2024-09-30,7.2,$-9.76,0.0
2024-06-30,4.23,$-17.64,0.0
2024-03-31,2.55,$-17.46,0.0
2023-12-31,2.79,$-18.63,0.0
2023-09-30,6.29,$-18.63,0.0
2023-06-30,24.48,$-91.09,0.0
2023-03-31,31.97,$-159.77,0.0
2022-12-31,43.42,$-344.29,0.0
