Contango ORE PE Ratio Historical Data,Contango ORE PE Ratio Historical Data,Contango ORE PE Ratio Historical Data,Contango ORE PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2025-03-20,9.98,,0.0
2024-09-30,19.26,$-4.85,0.0
2024-06-30,18.07,$-5.51,0.0
2024-03-31,19.85,$-4.99,0.0
2023-12-31,18.11,$-3.94,0.0
2023-09-30,18.14,$-6.04,0.0
2023-06-30,25.48,$-5.62,0.0
2023-03-31,28.5,$-4.24,0.0
2022-12-31,22.92,$-4.16,0.0
2022-09-30,29.9,$-2.78,0.0
